"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Love Calculator using valid test data","4102","verifyLoveCalculator","Default suite","2026-07-28","passed","2026-07-28","com.Framework.TestCase.LoveCalculatorTest","Default test","com.Framework.TestCase.LoveCalculatorTest","verifyLoveCalculator"
